,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,grade_cat,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,coordinates,close to water,closest_water
7786,251300110,1/14/2015,358000,3,2.25,2510,12013,2,NO,NONE,Average,8,Good,2510,0,1988,0,98003,47.3473,-122.314,1870,8017,"(47.3473, -122.314)",TRUE,0.789072987
7838,4139420590,5/20/2014,1210000,4,3.5,4560,16643,1,NO,GOOD,Average,12,Luxury,2230,2330,1995,0,98006,47.5521,-122.115,4060,15177,"(47.5521, -122.115)",FALSE,2.404008683
7839,4139420590,8/27/2014,1200000,4,3.5,4560,16643,1,NO,GOOD,Average,12,Luxury,2230,2330,1995,0,98006,47.5521,-122.115,4060,15177,"(47.5521, -122.115)",FALSE,2.404008683
7840,2621600015,1/21/2015,120000,3,1,1150,8924,1,NO,NONE,Average,6,Low Average,1150,0,1943,0,98030,47.3865,-122.217,1492,8924,"(47.3865, -122.21700000000001)",FALSE,8.177111054
7841,2621600015,4/30/2015,175000,3,1,1150,8924,1,NO,NONE,Average,6,Low Average,1150,0,1943,0,98030,47.3865,-122.217,1492,8924,"(47.3865, -122.21700000000001)",FALSE,8.177111054
8004,2206700215,8/22/2014,375000,4,2,2070,9822,1,NO,NONE,Very Good,7,Average,2070,0,1955,0,98006,47.566,-122.14,1300,9572,"(47.566, -122.14)",FALSE,2.800702406
8005,2206700215,4/22/2015,550000,4,2,2070,9822,1,NO,NONE,Very Good,7,Average,2070,0,1955,0,98006,47.566,-122.14,1300,9572,"(47.566, -122.14)",FALSE,2.800702406
8118,2787460720,2/27/2015,200000,3,2,1010,7896,1,NO,NONE,Average,7,Average,1010,0,1984,0,98031,47.4046,-122.181,1540,7896,"(47.4046, -122.181)",FALSE,11.09894865
8119,2787460720,5/6/2015,259950,3,2,1010,7896,1,NO,NONE,Average,7,Average,1010,0,1984,0,98031,47.4046,-122.181,1540,7896,"(47.4046, -122.181)",FALSE,11.09894865
8267,3883800011,11/5/2014,82000,3,1,860,10426,1,NO,NONE,Average,6,Low Average,860,0,1954,0,98146,47.4987,-122.341,1140,11250,"(47.4987, -122.34100000000001)",FALSE,2.102125009
8268,3883800011,4/8/2015,219900,3,1,860,10426,1,NO,NONE,Average,6,Low Average,860,0,1954,0,98146,47.4987,-122.341,1140,11250,"(47.4987, -122.34100000000001)",FALSE,2.102125009
8333,4154300296,9/26/2014,235000,3,1,960,5030,1,NO,NONE,Average,7,Average,960,0,1955,0,98118,47.5611,-122.28,1460,5400,"(47.5611, -122.28)",FALSE,2.846727571
8334,4154300296,3/18/2015,545000,3,1,960,5030,1,NO,NONE,Average,7,Average,960,0,1955,0,98118,47.5611,-122.28,1460,5400,"(47.5611, -122.28)",FALSE,2.846727571
8426,1721801010,9/3/2014,225000,3,1,1790,6120,1,NO,NONE,Average,6,Low Average,1790,0,1937,1964,98146,47.508,-122.337,830,6120,"(47.508, -122.337)",FALSE,3.013808236
8427,1721801010,4/24/2015,302100,3,1,1790,6120,1,NO,NONE,Average,6,Low Average,1790,0,1937,1964,98146,47.508,-122.337,830,6120,"(47.508, -122.337)",FALSE,3.013808236
8496,1237500540,10/21/2014,225000,3,1.75,1370,10866,1,NO,NONE,Good,6,Low Average,1370,0,1945,0,98052,47.6774,-122.164,1580,14250,"(47.6774, -122.164)",FALSE,3.530083607
8497,1237500540,12/22/2014,270000,3,1.75,1370,10866,1,NO,NONE,Good,6,Low Average,1370,0,1945,,98052,47.6774,-122.164,1580,14250,"(47.6774, -122.164)",FALSE,3.530083607
8523,5101405604,8/14/2014,350000,1,1,900,6380,1,NO,NONE,Average,6,Low Average,900,0,1947,0,98125,47.7019,-122.311,1830,6380,"(47.7019, -122.311)",FALSE,2.733371213
8524,5101405604,4/28/2015,395000,1,1,900,6380,1,,NONE,Average,6,Low Average,900,0,1947,0,98125,47.7019,-122.311,1830,6380,"(47.7019, -122.311)",FALSE,2.733371213
8621,5127001320,11/25/2014,190000,3,1.75,1520,9600,1,NO,NONE,Good,7,Average,1520,0,1967,0,98059,47.473,-122.149,1590,10183,"(47.473, -122.149)",FALSE,6.376589942
8622,5127001320,2/23/2015,314950,3,1.75,1520,9600,1,,NONE,Good,7,Average,1520,0,1967,0,98059,47.473,-122.149,1590,10183,"(47.473, -122.149)",FALSE,6.376589942
8895,5282200015,5/27/2014,525000,5,3,2750,3800,1.5,NO,NONE,Very Good,7,Average,1750,1000,1926,0,98115,47.6845,-122.313,1900,3800,"(47.6845, -122.31299999999999)",FALSE,3.304689025
8896,5282200015,1/26/2015,840000,5,3,2750,3800,1.5,NO,NONE,Very Good,7,Average,1750,1000,1926,0,98115,47.6845,-122.313,1900,3800,"(47.6845, -122.31299999999999)",FALSE,3.304689025
8906,7977201065,11/4/2014,350000,3,1.75,1380,4590,1,NO,NONE,Fair,7,Average,930,450,1950,0,98115,47.6841,-122.293,1320,4692,"(47.6841, -122.29299999999999)",FALSE,1.948587997
8907,7977201065,3/5/2015,740000,3,1.75,1380,4590,1,NO,NONE,Fair,7,Average,930,450,1950,0,98115,47.6841,-122.293,1320,4692,"(47.6841, -122.29299999999999)",FALSE,1.948587997
9007,3739500096,1/26/2015,229000,3,2,1540,6000,1,NO,NONE,Good,6,Low Average,1540,0,1953,0,98155,47.7372,-122.307,1490,8213,"(47.7372, -122.307)",FALSE,1.677205878
9008,3739500096,5/5/2015,430000,3,2,1540,6000,1,NO,NONE,Good,6,Low Average,1540,0,1953,0,98155,47.7372,-122.307,1490,8213,"(47.7372, -122.307)",FALSE,1.677205878
9105,1568100300,9/17/2014,350000,6,4.5,3500,8504,2,NO,NONE,Average,7,Average,3500,0,1980,0,98155,47.7351,-122.295,1550,8460,"(47.7351, -122.295)",TRUE,0.753030903
9106,1568100300,1/21/2015,682500,6,4.5,3500,8504,2,NO,NONE,Average,7,Average,3500,?,1980,0,98155,47.7351,-122.295,1550,8460,"(47.7351, -122.295)",TRUE,0.753030903
9111,1922059278,10/14/2014,145000,3,1,1010,11880,1,NO,NONE,Average,7,Average,1010,0,1960,,98030,47.3762,-122.219,1150,9435,"(47.3762, -122.219)",FALSE,8.015455612
9112,1922059278,3/5/2015,255000,3,1,1010,11880,1,NO,NONE,Average,7,Average,1010,0,1960,,98030,47.3762,-122.219,1150,9435,"(47.3762, -122.219)",FALSE,8.015455612
9225,302000375,8/14/2014,169100,3,2,1050,18304,1,NO,NONE,Good,7,Average,1050,0,1953,0,98001,47.3206,-122.269,1690,15675,"(47.3206, -122.26899999999999)",FALSE,5.29191512
9226,302000375,5/6/2015,250000,3,2,1050,18304,1,NO,NONE,Good,7,Average,1050,0,1953,0,98001,47.3206,-122.269,1690,15675,"(47.3206, -122.26899999999999)",FALSE,5.29191512
9266,722039087,9/23/2014,220500,2,1,990,57499,1,NO,NONE,Fair,6,Low Average,990,0,1949,0,98070,47.4145,-122.463,2090,27442,"(47.4145, -122.463)",FALSE,1.468737781
9267,722039087,5/4/2015,329000,2,1,990,57499,1,NO,NONE,Fair,6,Low Average,990,0,1949,0,98070,47.4145,-122.463,2090,27442,"(47.4145, -122.463)",FALSE,1.468737781
9268,8129700644,7/3/2014,715000,3,4,2080,2250,3,NO,EXCELLENT,Average,8,Good,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,"(47.6598, -122.355)",FALSE,4.717165222
9269,8129700644,4/24/2015,780000,3,4,2080,2250,3,NO,EXCELLENT,Average,8,Good,2080,0,1997,,98103,47.6598,-122.355,2080,2250,"(47.6598, -122.355)",FALSE,4.717165222
9270,4443800385,8/18/2014,410000,2,1,1480,4080,1,,NONE,Average,7,Average,1050,430,1949,0,98117,47.6842,-122.393,1310,4080,"(47.6842, -122.39299999999999)",FALSE,2.347476553
9271,4443800385,5/6/2015,778100,2,1,1480,4080,1,NO,NONE,Average,7,Average,1050,430,1949,0,98117,47.6842,-122.393,1310,4080,"(47.6842, -122.39299999999999)",FALSE,2.347476553
9383,2212200100,10/22/2014,229950,4,2.5,2150,7670,1,,NONE,Very Good,7,Average,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,"(47.3942, -122.189)",FALSE,10.36559295
9384,2212200100,4/22/2015,344900,4,2.5,2150,7670,1,,NONE,Very Good,7,Average,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,"(47.3942, -122.189)",FALSE,10.36559295
9430,4302201085,9/18/2014,248000,3,1,1470,7680,1,NO,NONE,Average,7,Average,1220,250,1946,0,98106,47.5276,-122.359,1470,6784,"(47.5276, -122.359)",FALSE,2.576668161
9431,4302201085,5/6/2015,546940,3,1,1470,7680,1,NO,NONE,Average,7,Average,1220,250,1946,,98106,47.5276,-122.359,1470,6784,"(47.5276, -122.359)",FALSE,2.576668161
9480,5054800110,10/16/2014,238000,5,2.25,2240,9652,2,,NONE,Average,7,Average,2240,0,1990,0,98055,47.4249,-122.211,2180,11644,"(47.4249, -122.211)",FALSE,8.61199581
9481,5054800110,2/13/2015,328000,5,2.25,2240,9652,2,,NONE,Average,7,Average,2240,0,1990,0,98055,47.4249,-122.211,2180,11644,"(47.4249, -122.211)",FALSE,8.61199581
9497,8103000110,6/3/2014,280000,2,1.5,1480,15641,1,NO,NONE,Good,7,Average,1480,0,1940,0,98146,47.5008,-122.366,1520,7525,"(47.5008, -122.366)",TRUE,0.869311632
9498,8103000110,2/5/2015,490000,2,1.5,1480,15641,1,NO,NONE,Good,7,Average,1480,0,1940,0,98146,47.5008,-122.366,1520,7525,"(47.5008, -122.366)",TRUE,0.869311632
9711,2568300045,6/25/2014,305000,6,2,1900,8240,1,,NONE,Fair,7,Average,1200,700,1964,0,98125,47.7037,-122.296,1900,8240,"(47.7037, -122.296)",FALSE,1.600604801
9712,2568300045,3/19/2015,649950,6,2,1900,8240,1,NO,NONE,Fair,7,Average,1200,700,1964,,98125,47.7037,-122.296,1900,8240,"(47.7037, -122.296)",FALSE,1.600604801
9810,3598600049,10/3/2014,124000,1,0.75,840,7203,1.5,NO,NONE,Average,6,Low Average,840,0,1949,,98168,47.4756,-122.301,1560,8603,"(47.4756, -122.301)",FALSE,4.830519142
9811,3598600049,4/24/2015,224000,1,0.75,840,7203,1.5,NO,NONE,Average,6,Low Average,840,0,1949,0,98168,47.4756,-122.301,1560,8603,"(47.4756, -122.301)",FALSE,4.830519142
9865,1219000473,6/26/2014,164950,3,1.75,1570,15330,1,NO,NONE,Average,7,Average,1080,490,1956,0,98166,47.4608,-122.34,1250,13330,"(47.4608, -122.34)",FALSE,2.348354859
9866,1219000473,3/23/2015,371000,3,1.75,1570,15330,1,NO,NONE,Average,7,Average,1080,490,1956,0,98166,47.4608,-122.34,1250,13330,"(47.4608, -122.34)",FALSE,2.348354859
10210,3293700496,8/14/2014,270000,4,1.75,1850,7730,1,NO,NONE,Very Good,7,Average,1100,750,1956,0,98133,47.7481,-122.355,2260,8581,"(47.7481, -122.355)",FALSE,3.964757556
10211,3293700496,12/4/2014,450000,4,1.75,1850,7730,1,,NONE,Very Good,7,Average,1100,750,1956,0,98133,47.7481,-122.355,2260,8581,"(47.7481, -122.355)",FALSE,3.964757556
10215,8945100320,5/6/2014,136500,3,1.5,1420,8580,1,NO,NONE,Average,6,Low Average,1420,0,1962,,98023,47.3076,-122.362,1200,8580,"(47.3076, -122.36200000000001)",FALSE,2.791403898
10216,8945100320,10/8/2014,224097,3,1.5,1420,8580,1,NO,NONE,Average,6,Low Average,1420,0,1962,0,98023,47.3076,-122.362,1200,8580,"(47.3076, -122.36200000000001)",FALSE,2.791403898
10242,2422049104,9/15/2014,85000,2,1,830,9000,1,NO,NONE,Average,6,Low Average,830,0,1939,0,98032,47.3813,-122.243,1160,7680,"(47.3813, -122.243)",FALSE,6.192135706
10243,2422049104,12/30/2014,235000,2,1,830,9000,1,NO,NONE,Average,6,Low Average,830,0,1939,0,98032,47.3813,-122.243,1160,7680,"(47.3813, -122.243)",FALSE,6.192135706
10246,1995200200,5/6/2014,313950,3,1,1510,6083,1,NO,NONE,Good,6,Low Average,860,650,1940,0,98115,47.6966,-122.324,1510,5712,"(47.6966, -122.324)",FALSE,3.845556098
10247,1995200200,10/8/2014,415000,3,1,1510,6083,1,NO,NONE,Good,6,Low Average,860,650,1940,0,98115,47.6966,-122.324,1510,5712,"(47.6966, -122.324)",FALSE,3.845556098
10261,1450100390,9/5/2014,125000,3,1,920,7314,1,,NONE,Average,6,Low Average,920,0,1960,0,98002,47.2892,-122.22,1010,7420,"(47.2892, -122.22)",FALSE,10.37736547
10262,1450100390,3/16/2015,208000,3,1,920,7314,1,NO,NONE,Average,6,Low Average,920,0,1960,,98002,47.2892,-122.22,1010,7420,"(47.2892, -122.22)",FALSE,10.37736547
10308,6623400187,9/23/2014,185000,4,1,1760,8906,1,NO,NONE,Average,7,Average,1230,530,1966,0,98055,47.4288,-122.198,1180,10407,"(47.4288, -122.198)",FALSE,8.337092362
10309,6623400187,2/20/2015,365000,4,1,1760,8906,1,NO,NONE,Average,7,Average,1230,530,1966,0,98055,47.4288,-122.198,1180,10407,"(47.4288, -122.198)",FALSE,8.337092362
10598,2767603612,5/12/2014,500000,2,2.25,1290,1334,3,NO,NONE,Average,8,Good,1290,0,2007,0,98107,47.6719,-122.382,1350,1334,"(47.6719, -122.382)",FALSE,2.563021329
10599,2767603612,1/13/2015,489000,2,2.25,1290,1334,3,NO,NONE,Average,8,Good,1290,0,2007,,98107,47.6719,-122.382,1350,1334,"(47.6719, -122.382)",FALSE,2.563021329
10904,7227800055,9/9/2014,199500,4,2,1750,8116,1,NO,NONE,Good,5,Fair,1750,0,1943,0,98056,47.5097,-122.181,1440,7865,"(47.5097, -122.181)",FALSE,2.255892667
10905,7227800055,11/24/2014,247000,4,2,1750,8116,1,NO,NONE,Good,5,Fair,1750,0,1943,0,98056,47.5097,-122.181,1440,7865,"(47.5097, -122.181)",FALSE,2.255892667
10957,3271300955,7/3/2014,554729,4,2.5,2020,4350,2,NO,NONE,Very Good,9,Better,1730,290,1943,0,98199,47.6503,-122.41,1620,5800,"(47.6503, -122.41)",FALSE,2.225316332
10958,3271300955,2/24/2015,868000,4,2.5,2020,4350,2,NO,NONE,Very Good,9,Better,1730,290,1943,0,98199,47.6503,-122.41,1620,5800,"(47.6503, -122.41)",FALSE,2.225316332
11049,6141100320,7/7/2014,245000,2,1,1500,6685,1,,NONE,Average,7,Average,1190,310,1926,,98133,47.7186,-122.354,1420,6561,"(47.7186, -122.354)",FALSE,5.469858787
11050,6141100320,2/13/2015,570000,2,1,1500,6685,1,NO,NONE,Average,7,Average,1190,310,1926,0,98133,47.7186,-122.354,1420,6561,"(47.7186, -122.354)",FALSE,5.469858787
11182,1139600270,7/1/2014,300000,3,2.75,2090,9620,1,NO,NONE,Average,8,Good,1340,750,1987,0,98023,47.2741,-122.337,2150,9660,"(47.2741, -122.337)",FALSE,6.958236984
11183,1139600270,3/24/2015,310000,3,2.75,2090,9620,1,NO,NONE,Average,8,Good,1340,750,1987,0,98023,47.2741,-122.337,2150,9660,"(47.2741, -122.337)",FALSE,6.958236984
11190,8161020060,6/20/2014,443500,4,2.5,2040,21781,2,NO,NONE,Average,8,Good,2040,0,1994,0,98014,47.6458,-121.904,2410,21781,"(47.6458, -121.904)",FALSE,12.64534148
11191,8161020060,4/14/2015,471000,4,2.5,2040,21781,2,NO,NONE,Average,8,Good,2040,0,1994,0,98014,47.6458,-121.904,2410,21781,"(47.6458, -121.904)",FALSE,12.64534148
11275,5101402435,6/3/2014,312000,3,2.25,1540,5338,1,NO,NONE,Very Good,7,Average,770,770,1954,0,98115,47.6942,-122.304,1680,6525,"(47.6942, -122.304)",FALSE,2.478770123
11276,5101402435,3/4/2015,539000,3,2.25,1540,5338,1,NO,NONE,Very Good,7,Average,770,770,1954,0,98115,47.6942,-122.304,1680,6525,"(47.6942, -122.304)",FALSE,2.478770123
11350,7701960990,6/16/2014,862000,4,2.5,3190,14565,2,NO,NONE,Average,11,Excellent,3190,0,1990,0,98077,47.713,-122.072,3420,20475,"(47.713, -122.072)",FALSE,7.614020041
11351,7701960990,8/19/2014,870000,4,2.5,3190,14565,2,NO,NONE,Average,11,Excellent,3190,0,1990,0,98077,47.713,-122.072,3420,20475,"(47.713, -122.072)",FALSE,7.614020041
11421,109200390,8/20/2014,245000,3,1.75,1480,3900,1,NO,NONE,Good,7,Average,1480,0,1980,0,98023,47.2977,-122.367,1830,6956,"(47.2977, -122.367)",FALSE,3.717162277
11422,109200390,10/20/2014,250000,3,1.75,1480,3900,1,NO,NONE,Good,7,Average,1480,0,1980,0,98023,47.2977,-122.367,1830,6956,"(47.2977, -122.367)",FALSE,3.717162277
11446,4305200070,5/19/2014,350000,3,2.25,1640,7200,2,,NONE,Good,8,Good,1640,0,1985,0,98007,47.5948,-122.153,1830,8372,"(47.5948, -122.15299999999999)",FALSE,3.213380175
11447,4305200070,9/22/2014,561000,3,2.25,1640,7200,2,NO,NONE,Good,8,Good,1640,0,1985,,98007,47.5948,-122.153,1830,8372,"(47.5948, -122.15299999999999)",FALSE,3.213380175
11574,8807810890,8/27/2014,259875,3,1,1250,21303,1,,NONE,Average,6,Low Average,1250,0,1970,0,98053,47.6625,-122.059,1250,17920,"(47.6625, -122.059)",FALSE,2.704254883
11575,8807810890,11/5/2014,385000,3,1,1250,21303,1,NO,NONE,Average,6,Low Average,1250,0,1970,,98053,47.6625,-122.059,1250,17920,"(47.6625, -122.059)",FALSE,2.704254883
11763,2892700041,7/14/2014,168000,3,1.5,1370,7439,1,NO,NONE,Good,6,Low Average,1370,0,1963,,98055,47.4499,-122.189,2350,3370,"(47.4499, -122.189)",FALSE,6.303998219
11764,2892700041,1/28/2015,238000,3,1.5,1370,7439,1,,NONE,Good,6,Low Average,1370,0,1963,0,98055,47.4499,-122.189,2350,3370,"(47.4499, -122.189)",FALSE,6.303998219
12018,7230400400,9/26/2014,240000,3,2,1220,17652,1,NO,NONE,Good,7,Average,1220,0,1980,0,98059,47.4712,-122.1,1990,17652,"(47.4712, -122.1)",FALSE,9.520386182
12019,7230400400,3/26/2015,415500,3,2,1220,17652,1,NO,NONE,Good,7,Average,1220,0,1980,0,98059,47.4712,-122.1,1990,17652,"(47.4712, -122.1)",FALSE,9.520386182
12053,1036400200,2/13/2015,661000,4,1.75,1670,13125,1,NO,NONE,Very Good,8,Good,1670,0,1973,0,98052,47.6315,-122.101,2360,12500,"(47.6315, -122.101)",TRUE,0.789324845
12054,1036400200,4/29/2015,697000,4,1.75,1670,13125,1,NO,NONE,Very Good,8,Good,1670,0,1973,0,98052,47.6315,-122.101,2360,12500,"(47.6315, -122.101)",TRUE,0.789324845
12109,7520000695,11/4/2014,151100,3,1,840,4495,1,NO,NONE,Average,6,Low Average,840,0,1921,0,98146,47.496,-122.349,1260,7434,"(47.496, -122.34899999999999)",FALSE,1.438313133
12110,7520000695,4/21/2015,251000,3,1,840,4495,1,NO,NONE,Average,6,Low Average,840,0,1921,,98146,47.496,-122.349,1260,7434,"(47.496, -122.34899999999999)",FALSE,1.438313133
12196,4031000520,7/8/2014,115000,1,2,1150,9812,1,NO,NONE,Good,7,Average,1150,0,1962,0,98001,47.2951,-122.284,1200,9812,"(47.2951, -122.28399999999999)",FALSE,6.868619855
12197,4031000520,11/25/2014,227000,1,2,1150,9812,1,NO,NONE,Good,7,Average,1150,0,1962,0,98001,47.2951,-122.284,1200,9812,"(47.2951, -122.28399999999999)",FALSE,6.868619855
12320,5430300171,7/3/2014,430000,3,1.5,1810,5080,1,NO,NONE,Average,7,Average,1030,780,1958,0,98115,47.6819,-122.287,1780,7620,"(47.6819, -122.287)",FALSE,1.754347683
12321,5430300171,1/29/2015,615500,3,1.5,1810,5080,1,NO,NONE,Average,7,Average,1030,780,1958,0,98115,47.6819,-122.287,1780,7620,"(47.6819, -122.287)",FALSE,1.754347683
12326,5132000140,6/18/2014,175000,6,1,1370,5080,1.5,NO,NONE,Average,6,Low Average,1120,250,1931,0,98106,47.5238,-122.35,1020,5080,"(47.5238, -122.35)",FALSE,3.241019246
12327,5132000140,1/20/2015,415000,6,1,1370,5080,1.5,,NONE,Average,6,Low Average,1120,250,1931,0,98106,47.5238,-122.35,1020,5080,"(47.5238, -122.35)",FALSE,3.241019246
12365,7899800045,8/28/2014,107000,3,1.5,910,5120,1,NO,NONE,Average,6,Low Average,910,0,1973,,98106,47.5238,-122.356,1410,5132,"(47.5238, -122.35600000000001)",FALSE,2.789612372
12366,7899800045,12/2/2014,232900,3,1.5,910,5120,1,NO,NONE,Average,6,Low Average,910,0,1973,0,98106,47.5238,-122.356,1410,5132,"(47.5238, -122.35600000000001)",FALSE,2.789612372
12376,3935900232,9/29/2014,207000,3,1,920,5546,1,NO,NONE,Fair,6,Low Average,920,?,1928,0,98125,47.7114,-122.284,1300,5546,"(47.7114, -122.28399999999999)",TRUE,0.570404394
12377,3935900232,1/12/2015,237000,3,1,920,5546,1,NO,NONE,Fair,6,Low Average,920,0,1928,0,98125,47.7114,-122.284,1300,5546,"(47.7114, -122.28399999999999)",TRUE,0.570404394
12405,123039336,6/11/2014,148000,1,1,620,8261,1,NO,NONE,Average,5,Fair,620,0,1939,0,98106,47.5138,-122.364,1180,8244,"(47.5138, -122.36399999999999)",FALSE,1.898642579
12406,123039336,12/8/2014,244900,1,1,620,8261,1,NO,NONE,Average,5,Fair,620,0,1939,,98106,47.5138,-122.364,1180,8244,"(47.5138, -122.36399999999999)",FALSE,1.898642579
12422,1217000340,6/6/2014,185000,3,1,1840,8100,1,NO,NONE,Good,7,Average,920,920,1953,,98166,47.455,-122.35,1250,8100,"(47.455, -122.35)",FALSE,1.498254859
12423,1217000340,2/19/2015,340000,3,1,1840,8100,1,NO,NONE,Good,7,Average,920,920,1953,0,98166,47.455,-122.35,1250,8100,"(47.455, -122.35)",FALSE,1.498254859
12819,9238500040,6/24/2014,400000,3,2.5,2970,23100,1,NO,NONE,Average,7,Average,1510,1460,1967,0,98072,47.7735,-122.133,2390,20300,"(47.7735, -122.133)",FALSE,10.30506937
12820,9238500040,2/10/2015,599000,3,2.5,2970,23100,1,NO,NONE,Average,7,Average,1510,1460,1967,0,98072,47.7735,-122.133,2390,20300,"(47.7735, -122.133)",FALSE,10.30506937
12907,8910500150,5/29/2014,329932,3,1.5,1460,5040,1,NO,NONE,Average,7,Average,1100,360,1971,0,98133,47.7112,-122.357,2330,7560,"(47.7112, -122.35700000000001)",FALSE,5.950609721
12908,8910500150,1/20/2015,539000,3,1.5,1460,5040,1,NO,NONE,Average,7,Average,1100,360,1971,0,98133,47.7112,-122.357,2330,7560,"(47.7112, -122.35700000000001)",FALSE,5.950609721
12942,2019200220,9/23/2014,160000,3,2.25,1470,8682,1,NO,NONE,Average,7,Average,1160,310,1985,0,98003,47.2729,-122.299,1670,8359,"(47.2729, -122.29899999999999)",FALSE,8.654601988
12943,2019200220,2/26/2015,269000,3,2.25,1470,8682,1,NO,NONE,Average,7,Average,1160,310,1985,,98003,47.2729,-122.299,1670,8359,"(47.2729, -122.29899999999999)",FALSE,8.654601988
13010,9211500620,10/8/2014,182700,3,2.25,1740,6650,1,NO,NONE,Average,7,Average,1240,500,1978,0,98023,47.2979,-122.379,1740,7000,"(47.2979, -122.37899999999999)",FALSE,3.387419467
13011,9211500620,4/28/2015,305000,3,2.25,1740,6650,1,NO,NONE,Average,7,Average,1240,500,1978,0,98023,47.2979,-122.379,1740,7000,"(47.2979, -122.37899999999999)",FALSE,3.387419467
13170,1523049207,8/5/2014,161000,4,2,1700,8043,1,NO,NONE,Average,7,Average,850,850,1954,0,98168,47.4758,-122.288,1540,13260,"(47.4758, -122.288)",FALSE,5.001590122
