,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,grade_cat,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,coordinates,close to water,closest_water
13171,1523049207,1/14/2015,220000,4,2,1700,8043,1,NO,NONE,Average,7,Average,850,850,1954,0,98168,47.4758,-122.288,1540,13260,"(47.4758, -122.288)",FALSE,5.001590122
13285,7167000040,8/13/2014,740000,4,3,3350,199253,2,,NONE,Average,10,Very Good,3350,0,2004,0,98010,47.3602,-121.988,3350,183897,"(47.3602, -121.988)",FALSE,22.71620658
13286,7167000040,3/5/2015,700000,4,3,3350,199253,2,NO,NONE,Average,10,Very Good,3350,0,2004,0,98010,47.3602,-121.988,3350,183897,"(47.3602, -121.988)",FALSE,22.71620658
13604,3185600040,5/22/2014,180000,2,1,1400,4500,1,NO,NONE,Average,7,Average,900,500,1922,0,98055,47.4866,-122.219,1400,5500,"(47.4866, -122.219)",FALSE,1.727037662
13605,3185600040,12/24/2014,310000,2,1,1400,4500,1,,NONE,Average,7,Average,900,500,1922,0,98055,47.4866,-122.219,1400,5500,"(47.4866, -122.219)",FALSE,1.727037662
13615,2023049218,7/16/2014,105500,2,1,930,7740,1,NO,NONE,Poor,5,Fair,930,0,1932,0,98148,47.4611,-122.324,1620,8584,"(47.4611, -122.324)",FALSE,3.11812837
13616,2023049218,3/16/2015,445000,2,1,930,7740,1,NO,NONE,Poor,5,Fair,930,0,1932,,98148,47.4611,-122.324,1620,8584,"(47.4611, -122.324)",FALSE,3.11812837
13646,3432501415,7/14/2014,265000,3,1.75,1170,8148,1,NO,NONE,Average,7,Average,1170,0,1952,0,98155,47.7479,-122.318,1200,8147,"(47.7479, -122.318)",FALSE,2.682677729
13647,3432501415,11/11/2014,399000,3,1.75,1170,8148,1,NO,NONE,Average,7,Average,1170,0,1952,0,98155,47.7479,-122.318,1200,8147,"(47.7479, -122.318)",FALSE,2.682677729
13679,937000330,12/24/2014,157000,3,1.5,1170,11530,1,NO,NONE,Average,7,Average,1170,0,1960,0,98198,47.4211,-122.29,1550,8605,"(47.4211, -122.29)",FALSE,4.401483119
13680,937000330,3/19/2015,246500,3,1.5,1170,11530,1,NO,NONE,Average,7,Average,1170,0,1960,0,98198,47.4211,-122.29,1550,8605,"(47.4211, -122.29)",FALSE,4.401483119
13721,5332200530,6/13/2014,910000,5,2.5,2350,4000,2,NO,NONE,Average,9,Better,2350,0,1993,0,98112,47.6265,-122.296,1840,4000,"(47.6265, -122.296)",FALSE,3.124825504
13722,5332200530,4/24/2015,1020000,5,2.5,2350,4000,2,NO,NONE,Average,9,Better,2350,0,1993,,98112,47.6265,-122.296,1840,4000,"(47.6265, -122.296)",FALSE,3.124825504
13743,1788900230,7/22/2014,86500,3,1,840,9480,1,NO,NONE,Average,6,Low Average,840,0,1960,0,98023,47.3277,-122.341,840,9420,"(47.3277, -122.34100000000001)",FALSE,2.31507273
13744,1788900230,4/3/2015,199950,3,1,840,9480,1,NO,NONE,Average,6,Low Average,840,0,1960,0,98023,47.3277,-122.341,840,9420,"(47.3277, -122.34100000000001)",FALSE,2.31507273
14207,1250201165,11/21/2014,441000,5,2.5,2000,3600,1,NO,NONE,Average,6,Low Average,1150,850,1987,0,98144,47.5971,-122.295,1410,3600,"(47.5971, -122.295)",TRUE,0.789663253
14208,1250201165,3/17/2015,474500,5,2.5,2000,3600,1,NO,NONE,Average,6,Low Average,1150,850,1987,0,98144,47.5971,-122.295,1410,3600,"(47.5971, -122.295)",TRUE,0.789663253
14294,3528000040,10/1/2014,1690000,3,3.25,5290,224442,2,NO,NONE,Good,11,Excellent,4540,750,1988,0,98053,47.6671,-122.051,3750,84936,"(47.6671, -122.051)",FALSE,3.49039735
14295,3528000040,3/26/2015,1800000,3,3.25,5290,224442,2,NO,NONE,Good,11,Excellent,4540,750,1988,0,98053,47.6671,-122.051,3750,84936,"(47.6671, -122.051)",FALSE,3.49039735
14353,3333002450,7/8/2014,165000,1,1,850,8050,1,NO,NONE,Fair,6,Low Average,850,0,1906,0,98118,47.5427,-122.288,1590,5180,"(47.5427, -122.288)",FALSE,1.884025607
14354,3333002450,1/22/2015,490000,1,1,850,8050,1,NO,NONE,Fair,6,Low Average,850,0,1906,0,98118,47.5427,-122.288,1590,5180,"(47.5427, -122.288)",FALSE,1.884025607
14470,3523069060,11/7/2014,290000,3,1.75,1340,63597,1,NO,NONE,Good,7,Average,1340,0,1963,0,98038,47.4379,-122.011,1950,87120,"(47.4379, -122.01100000000001)",FALSE,13.97823895
14471,3523069060,4/1/2015,415000,3,1.75,1340,63597,1,NO,NONE,Good,7,Average,1340,0,1963,0,98038,47.4379,-122.011,1950,87120,"(47.4379, -122.01100000000001)",FALSE,13.97823895
14560,1432400120,11/11/2014,165000,3,1,1010,7690,1,NO,NONE,Good,6,Low Average,1010,0,1958,,98058,47.4501,-122.176,1010,7619,"(47.4501, -122.176)",FALSE,6.731900588
14561,1432400120,5/8/2015,255000,3,1,1010,7690,1,NO,NONE,Good,6,Low Average,1010,0,1958,0,98058,47.4501,-122.176,1010,7619,"(47.4501, -122.176)",FALSE,6.731900588
14841,324000530,7/8/2014,201500,3,1,1320,5000,1.5,NO,NONE,Average,7,Average,1320,0,1912,,98116,47.5711,-122.386,1320,4179,"(47.5711, -122.38600000000001)",FALSE,1.808667348
14842,324000530,3/23/2015,459000,3,1,1320,5000,1.5,NO,NONE,Average,7,Average,1320,0,1912,0,98116,47.5711,-122.386,1320,4179,"(47.5711, -122.38600000000001)",FALSE,1.808667348
14968,6308000010,12/8/2014,585000,3,2.5,2290,5089,2,NO,NONE,Average,9,Better,2290,0,2001,0,98006,47.5443,-122.172,2290,7984,"(47.5443, -122.17200000000001)",FALSE,1.899256715
14969,6308000010,4/23/2015,585000,3,2.5,2290,5089,2,NO,NONE,Average,9,Better,2290,0,2001,0,98006,47.5443,-122.172,2290,7984,"(47.5443, -122.17200000000001)",FALSE,1.899256715
14979,4222310010,12/26/2014,152500,4,1,1730,7350,1.5,NO,NONE,Good,6,Low Average,1730,0,1970,,98003,47.3467,-122.307,1440,7752,"(47.3467, -122.307)",FALSE,1.295996986
14980,4222310010,4/20/2015,267950,4,1,1730,7350,1.5,NO,NONE,Good,6,Low Average,1730,0,1970,,98003,47.3467,-122.307,1440,7752,"(47.3467, -122.307)",FALSE,1.295996986
14987,7504021310,5/6/2014,525000,3,2.5,2970,11985,1,NO,NONE,Average,9,Better,1770,1200,1995,0,98074,47.6359,-122.052,2990,12049,"(47.6359, -122.052)",FALSE,1.498885282
14988,7504021310,12/4/2014,745000,3,2.5,2970,11985,1,,NONE,Average,9,Better,1770,1200,1995,0,98074,47.6359,-122.052,2990,12049,"(47.6359, -122.052)",FALSE,1.498885282
15132,7961500010,8/6/2014,245000,3,2.25,2210,10794,1,NO,NONE,Average,7,Average,1540,670,1967,0,98178,47.4911,-122.224,2230,10753,"(47.4911, -122.22399999999999)",FALSE,1.221201406
15133,7961500010,3/4/2015,520000,3,2.25,2210,10794,1,NO,NONE,Average,7,Average,1540,670,1967,0,98178,47.4911,-122.224,2230,10753,"(47.4911, -122.22399999999999)",FALSE,1.221201406
15142,6669020290,10/23/2014,169000,3,1.75,1720,9775,1,NO,NONE,Average,8,Good,1720,0,1978,,98032,47.3731,-122.286,1970,8400,"(47.3731, -122.286)",FALSE,3.040763963
15143,6669020290,3/4/2015,279950,3,1.75,1720,9775,1,NO,NONE,Average,8,Good,1720,0,1978,0,98032,47.3731,-122.286,1970,8400,"(47.3731, -122.286)",FALSE,3.040763963
15185,9834200305,7/16/2014,350000,3,1,1790,3876,1.5,NO,NONE,Very Good,7,Average,1090,?,1904,0,98144,47.575,-122.288,1360,4080,"(47.575, -122.288)",FALSE,1.93603256
15186,9834200305,2/10/2015,615000,3,1,1790,3876,1.5,NO,NONE,Very Good,7,Average,1090,700,1904,0,98144,47.575,-122.288,1360,4080,"(47.575, -122.288)",FALSE,1.93603256
15263,2619920170,10/1/2014,772500,4,2.5,3230,4290,2,NO,NONE,Average,9,Better,3230,0,2004,0,98033,47.6874,-122.161,3220,5083,"(47.6874, -122.161)",FALSE,3.938128532
15264,2619920170,12/19/2014,765000,4,2.5,3230,4290,2,NO,NONE,Average,9,Better,3230,0,2004,,98033,47.6874,-122.161,3220,5083,"(47.6874, -122.161)",FALSE,3.938128532
15285,705730280,8/19/2014,325000,3,2.5,1740,5267,2,NO,NONE,Average,7,Average,1740,0,1999,0,98038,47.3777,-122.023,2180,5000,"(47.3777, -122.023)",FALSE,20.17176957
15286,705730280,4/21/2015,335000,3,2.5,1740,5267,2,NO,NONE,Average,7,Average,1740,0,1999,0,98038,47.3777,-122.023,2180,5000,"(47.3777, -122.023)",FALSE,20.17176957
15351,7972000010,5/20/2014,120750,3,1.75,1140,9628,1,NO,NONE,Good,7,Average,1140,0,1969,,98023,47.2933,-122.372,1510,9633,"(47.2933, -122.37200000000001)",FALSE,4.024193941
15352,7972000010,10/21/2014,195000,3,1.75,1140,9628,1,NO,NONE,Good,7,Average,1140,0,1969,,98023,47.2933,-122.372,1510,9633,"(47.2933, -122.37200000000001)",FALSE,4.024193941
15454,4202400078,1/28/2015,175000,2,1,1410,7000,1,NO,NONE,Average,7,Average,1410,0,1968,,98055,47.4908,-122.223,1540,6000,"(47.4908, -122.223)",FALSE,1.247499412
15455,4202400078,4/28/2015,335000,2,1,1410,7000,1,NO,NONE,Average,7,Average,1410,0,1968,0,98055,47.4908,-122.223,1540,6000,"(47.4908, -122.223)",FALSE,1.247499412
15554,2560801222,6/18/2014,180000,3,2.25,1990,6350,2,NO,NONE,Average,7,Average,1990,0,1967,0,98198,47.3822,-122.316,1220,6250,"(47.3822, -122.316)",TRUE,0.690530398
15555,2560801222,11/13/2014,309950,3,2.25,1990,6350,2,,NONE,Average,7,Average,1990,0,1967,0,98198,47.3822,-122.316,1220,6250,"(47.3822, -122.316)",TRUE,0.690530398
15593,3904100089,8/1/2014,190000,3,1.75,1350,7370,1,NO,NONE,Good,6,Low Average,1350,0,1912,0,98118,47.5336,-122.278,1440,6000,"(47.5336, -122.27799999999999)",FALSE,1.151134564
15594,3904100089,3/18/2015,300000,3,1.75,1350,7370,1,NO,NONE,Good,6,Low Average,1350,0,1912,,98118,47.5336,-122.278,1440,6000,"(47.5336, -122.27799999999999)",FALSE,1.151134564
15642,7893805650,5/5/2014,210000,5,2,2050,10200,1,NO,NONE,Average,6,Low Average,1430,620,1956,0,98198,47.4136,-122.333,1940,8625,"(47.4136, -122.333)",FALSE,1.189944099
15643,7893805650,3/13/2015,475000,5,2,2050,10200,1,NO,NONE,Average,6,Low Average,1430,620,1956,0,98198,47.4136,-122.333,1940,8625,"(47.4136, -122.333)",FALSE,1.189944099
15787,2044500213,6/17/2014,310000,4,2,1870,6000,1.5,NO,NONE,Average,7,Average,1870,0,1956,,98125,47.7155,-122.315,1520,7169,"(47.7155, -122.315)",FALSE,2.828951065
15788,2044500213,1/26/2015,449000,4,2,1870,6000,1.5,NO,NONE,Average,7,Average,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,"(47.7155, -122.315)",FALSE,2.828951065
15796,7129304540,12/20/2014,133000,5,2,1430,5600,1.5,NO,NONE,Average,6,Low Average,1430,0,1947,,98118,47.5192,-122.266,1860,5980,"(47.5192, -122.266)",TRUE,0.677935379
15797,7129304540,5/14/2015,440000,5,2,1430,5600,1.5,NO,NONE,Average,6,Low Average,1430,0,1947,0,98118,47.5192,-122.266,1860,5980,"(47.5192, -122.266)",TRUE,0.677935379
15986,2561340020,8/4/2014,325000,3,1.75,1780,11096,1,,NONE,Average,7,Average,1210,570,1979,0,98074,47.617,-122.051,1780,10640,"(47.617, -122.051)",FALSE,1.280368494
15987,2561340020,2/17/2015,500000,3,1.75,1780,11096,1,NO,NONE,Average,7,Average,1210,570,1979,0,98074,47.617,-122.051,1780,10640,"(47.617, -122.051)",FALSE,1.280368494
15998,5536100020,12/15/2014,987000,3,2,2160,15788,1,NO,NONE,Average,8,Good,2160,0,1951,0,98004,47.6227,-122.207,2260,9787,"(47.6227, -122.20700000000001)",FALSE,3.080548274
15999,5536100020,5/12/2015,1190000,3,2,2160,15788,1,NO,NONE,Average,8,Good,2160,0,1951,0,98004,47.6227,-122.207,2260,9787,"(47.6227, -122.20700000000001)",FALSE,3.080548274
16657,9250900104,11/10/2014,300000,5,1.75,2110,8500,1,NO,NONE,Average,7,Average,1100,1010,1962,0,98133,47.7737,-122.35,2020,8500,"(47.7737, -122.35)",FALSE,3.22415047
16658,9250900104,4/10/2015,496000,5,1.75,2110,8500,1,NO,NONE,Average,7,Average,1100,1010,1962,,98133,47.7737,-122.35,2020,8500,"(47.7737, -122.35)",FALSE,3.22415047
16800,7200179,10/16/2014,150000,2,1,840,12750,1,NO,NONE,Average,6,Low Average,840,0,1925,0,98055,47.484,-122.211,1480,6969,"(47.483999999999995, -122.211)",FALSE,2.166114432
16801,7200179,4/24/2015,175000,2,1,840,12750,1,NO,NONE,Average,6,Low Average,840,0,1925,,98055,47.484,-122.211,1480,6969,"(47.483999999999995, -122.211)",FALSE,2.166114432
17052,8651402750,2/18/2015,132825,3,1.5,1210,5200,1,,NONE,Very Good,6,Low Average,1210,0,1969,0,98042,47.3615,-122.087,1120,5200,"(47.3615, -122.087)",FALSE,17.85130375
17053,8651402750,4/30/2015,219950,3,1.5,1210,5200,1,NO,NONE,Very Good,6,Low Average,1210,0,1969,0,98042,47.3615,-122.087,1120,5200,"(47.3615, -122.087)",FALSE,17.85130375
17119,6143000020,10/27/2014,175000,3,1.75,1910,17003,1.5,NO,NONE,Good,8,Good,1910,0,1963,0,98001,47.3095,-122.283,1820,14806,"(47.3095, -122.28299999999999)",FALSE,5.506944346
17120,6143000020,4/6/2015,299000,3,1.75,1910,17003,1.5,NO,NONE,Good,8,Good,1910,0,1963,0,98001,47.3095,-122.283,1820,14806,"(47.3095, -122.28299999999999)",FALSE,5.506944346
17190,4139440480,6/26/2014,695000,3,2.75,2590,12063,2,NO,NONE,Average,10,Very Good,2590,0,1993,,98006,47.5527,-122.12,2850,8469,"(47.5527, -122.12)",FALSE,2.499420905
17191,4139440480,12/1/2014,796500,3,2.75,2590,12063,2,NO,NONE,Average,10,Very Good,2590,0,1993,0,98006,47.5527,-122.12,2850,8469,"(47.5527, -122.12)",FALSE,2.499420905
17266,2473380920,8/13/2014,206325,5,2.5,1720,10202,1.5,NO,NONE,Average,7,Average,1720,0,1970,0,98058,47.4572,-122.167,1720,8478,"(47.4572, -122.167)",FALSE,6.480298339
17267,2473380920,2/27/2015,339000,5,2.5,1720,10202,1.5,NO,NONE,Average,7,Average,1720,0,1970,0,98058,47.4572,-122.167,1720,8478,"(47.4572, -122.167)",FALSE,6.480298339
17276,1974300020,8/27/2014,380000,4,2.5,2270,11500,1,NO,NONE,Average,8,Good,1540,730,1967,0,98034,47.7089,-122.241,2020,10918,"(47.7089, -122.241)",TRUE,0.622034235
17277,1974300020,2/18/2015,624900,4,2.5,2270,11500,1,NO,NONE,Average,8,Good,1540,730,1967,,98034,47.7089,-122.241,2020,10918,"(47.7089, -122.241)",TRUE,0.622034235
17367,641900050,8/19/2014,335000,4,2.25,2160,8817,1,NO,NONE,Average,7,Average,1460,700,1965,0,98133,47.7595,-122.356,1880,8817,"(47.7595, -122.35600000000001)",FALSE,3.148424133
17368,641900050,2/6/2015,499950,4,2.25,2160,8817,1,NO,NONE,Average,7,Average,1460,700,1965,0,98133,47.7595,-122.356,1880,8817,"(47.7595, -122.35600000000001)",FALSE,3.148424133
17468,7387500235,5/15/2014,340000,3,1.75,1960,8136,1,NO,NONE,Average,7,Average,980,980,1948,0,98106,47.5208,-122.364,1070,7480,"(47.5208, -122.36399999999999)",FALSE,2.233375347
17469,7387500235,3/17/2015,363000,3,1.75,1960,8136,1,NO,NONE,Average,7,Average,980,980,1948,,98106,47.5208,-122.364,1070,7480,"(47.5208, -122.36399999999999)",FALSE,2.233375347
17566,1423049019,5/23/2014,90000,2,1,580,7500,1,NO,NONE,Average,5,Fair,580,0,1943,0,98178,47.4852,-122.251,1700,11250,"(47.4852, -122.251)",FALSE,2.808536054
17567,1423049019,3/31/2015,220000,2,1,580,7500,1,NO,NONE,Average,5,Fair,580,0,1943,0,98178,47.4852,-122.251,1700,11250,"(47.4852, -122.251)",FALSE,2.808536054
17588,795000620,9/24/2014,115000,3,1,1080,6250,1,NO,NONE,Fair,5,Fair,1080,0,1950,0,98168,47.5045,-122.33,1070,6250,"(47.5045, -122.33)",FALSE,3.150945361
17589,795000620,12/15/2014,124000,3,1,1080,6250,1,NO,NONE,Fair,5,Fair,1080,0,1950,0,98168,47.5045,-122.33,1070,6250,"(47.5045, -122.33)",FALSE,3.150945361
17590,795000620,3/11/2015,157000,3,1,1080,6250,1,,NONE,Fair,5,Fair,1080,0,1950,,98168,47.5045,-122.33,1070,6250,"(47.5045, -122.33)",FALSE,3.150945361
17749,1630700361,6/27/2014,530000,4,1.75,2860,48351,1,NO,NONE,Average,8,Good,1710,1150,1978,0,98077,47.7605,-122.085,2460,43560,"(47.7605, -122.085)",FALSE,12.1198501
17750,1630700361,4/9/2015,583500,4,1.75,2860,48351,1,NO,NONE,Average,8,Good,1710,1150,1978,0,98077,47.7605,-122.085,2460,43560,"(47.7605, -122.085)",FALSE,12.1198501
17837,6791200120,9/23/2014,480000,3,2.25,1820,13362,1,NO,NONE,Average,8,Good,1220,600,1977,0,98075,47.5898,-122.052,2050,15000,"(47.5898, -122.052)",FALSE,2.205857918
17838,6791200120,4/7/2015,515000,3,2.25,1820,13362,1,NO,NONE,Average,8,Good,1220,600,1977,0,98075,47.5898,-122.052,2050,15000,"(47.5898, -122.052)",FALSE,2.205857918
18219,6751300375,7/2/2014,415000,3,1,1520,9030,1,NO,NONE,Average,7,Average,1520,0,1956,0,98007,47.587,-122.134,1470,8712,"(47.586999999999996, -122.134)",FALSE,1.736043144
18220,6751300375,10/16/2014,522500,3,1,1520,9030,1,NO,NONE,Average,7,Average,1520,0,1956,,98007,47.587,-122.134,1470,8712,"(47.586999999999996, -122.134)",FALSE,1.736043144
18549,7657000540,9/2/2014,165000,4,1,1220,7980,1.5,NO,NONE,Average,6,Low Average,1220,0,1944,0,98178,47.4924,-122.237,1210,7920,"(47.4924, -122.23700000000001)",FALSE,1.511994953
18550,7657000540,3/4/2015,260000,4,1,1220,7980,1.5,NO,NONE,Average,6,Low Average,1220,0,1944,0,98178,47.4924,-122.237,1210,7920,"(47.4924, -122.23700000000001)",FALSE,1.511994953
18688,3558900590,11/25/2014,360000,6,1.75,2230,10080,1,NO,NONE,Average,7,Average,1390,840,1969,0,98034,47.7089,-122.201,2110,8475,"(47.7089, -122.20100000000001)",FALSE,1.762774268
18689,3558900590,3/24/2015,692500,6,1.75,2230,10080,1,NO,NONE,Average,7,Average,1390,840,1969,0,98034,47.7089,-122.201,2110,8475,"(47.7089, -122.20100000000001)",FALSE,1.762774268
18690,8121100395,6/24/2014,425000,4,1.5,1600,6180,1.5,NO,NONE,Average,6,Low Average,1600,0,1946,0,98118,47.5681,-122.285,1410,6180,"(47.5681, -122.285)",FALSE,2.705912487
18691,8121100395,3/11/2015,645000,4,1.5,1600,6180,1.5,NO,NONE,Average,6,Low Average,1600,0,1946,0,98118,47.5681,-122.285,1410,6180,"(47.5681, -122.285)",FALSE,2.705912487
18747,3332000615,10/20/2014,310000,3,1,1330,3740,1.5,NO,NONE,Average,6,Low Average,1330,0,1903,,98118,47.5502,-122.274,1330,5053,"(47.5502, -122.274)",FALSE,1.561044182
18748,3332000615,4/22/2015,389000,3,1,1330,3740,1.5,,NONE,Average,6,Low Average,1330,0,1903,0,98118,47.5502,-122.274,1330,5053,"(47.5502, -122.274)",FALSE,1.561044182
18976,7856400300,7/2/2014,1410000,2,2.5,3180,9400,2,NO,EXCELLENT,Very Good,10,Very Good,2610,570,1985,0,98006,47.5617,-122.158,3760,9450,"(47.5617, -122.15799999999999)",FALSE,2.683240809
18977,7856400300,3/22/2015,1510000,2,2.5,3180,9400,2,NO,EXCELLENT,Very Good,10,Very Good,2610,570,1985,0,98006,47.5617,-122.158,3760,9450,"(47.5617, -122.15799999999999)",FALSE,2.683240809
19194,1901600090,6/26/2014,359000,5,1.75,1940,6654,1.5,NO,NONE,Good,7,Average,1940,0,1953,0,98166,47.4663,-122.359,2300,9500,"(47.4663, -122.359)",TRUE,0.909786325
19195,1901600090,4/26/2015,390000,5,1.75,1940,6654,1.5,,NONE,Good,7,Average,1940,0,1953,0,98166,47.4663,-122.359,2300,9500,"(47.4663, -122.359)",TRUE,0.909786325
19320,6021500970,5/28/2014,345000,2,1,1080,4000,1,NO,NONE,Average,7,Average,1080,0,1940,0,98117,47.6902,-122.387,1530,4240,"(47.6902, -122.387)",FALSE,3.136183386
19321,6021500970,4/7/2015,874950,2,1,1080,4000,1,NO,NONE,Average,7,Average,1080,?,1940,,98117,47.6902,-122.387,1530,4240,"(47.6902, -122.387)",FALSE,3.136183386
19536,643300040,11/4/2014,481000,4,1.75,1920,9500,1,NO,NONE,Good,7,Average,1470,450,1966,0,98006,47.5683,-122.177,1820,10091,"(47.5683, -122.177)",FALSE,1.732159492
19537,643300040,3/13/2015,719521,4,1.75,1920,9500,1,NO,NONE,Good,7,Average,1470,450,1966,0,98006,47.5683,-122.177,1820,10091,"(47.5683, -122.177)",FALSE,1.732159492
20037,8648900110,5/5/2014,555000,3,2.5,1940,3211,2,NO,NONE,Average,8,Good,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,"(47.5644, -122.09299999999999)",TRUE,0.620654909
20038,8648900110,8/26/2014,555000,3,2.5,1940,3211,2,NO,NONE,Average,8,Good,1940,0,2009,0,98027,47.5644,-122.093,1880,3078,"(47.5644, -122.09299999999999)",TRUE,0.620654909
20164,7853400250,6/4/2014,610000,4,3.5,2910,5260,2,NO,NONE,Average,9,Better,2910,0,2012,0,98065,47.5168,-121.883,2910,5260,"(47.5168, -121.883)",FALSE,14.42962804
20165,7853400250,2/19/2015,645000,4,3.5,2910,5260,2,NO,NONE,Average,9,Better,2910,0,2012,0,98065,47.5168,-121.883,2910,5260,"(47.5168, -121.883)",FALSE,14.42962804
20596,2724049222,8/2/2014,163800,2,2.5,1000,1092,2,,NONE,Average,7,Average,990,10,2004,0,98118,47.5419,-122.271,1330,1466,"(47.5419, -122.271)",TRUE,0.68957616
20597,2724049222,12/1/2014,220000,2,2.5,1000,1092,2,NO,NONE,Average,7,Average,990,10,2004,0,98118,47.5419,-122.271,1330,1466,"(47.5419, -122.271)",TRUE,0.68957616
20653,8564860270,7/8/2014,449990,4,2.5,2680,5539,2,NO,NONE,Average,8,Good,2680,0,2013,0,98045,47.4759,-121.734,2680,5992,"(47.4759, -121.734)",FALSE,26.54056791
20654,8564860270,3/30/2015,502000,4,2.5,2680,5539,2,,NONE,Average,8,Good,2680,0,2013,0,98045,47.4759,-121.734,2680,5992,"(47.4759, -121.734)",FALSE,26.54056791
20763,6300000226,6/26/2014,240000,4,1,1200,2171,1.5,NO,NONE,Average,7,Average,1200,0,1933,0,98133,47.7076,-122.342,1130,1598,"(47.7076, -122.34200000000001)",FALSE,4.920167128
20764,6300000226,5/4/2015,380000,4,1,1200,2171,1.5,NO,NONE,Average,7,Average,1200,0,1933,0,98133,47.7076,-122.342,1130,1598,"(47.7076, -122.34200000000001)",FALSE,4.920167128
21564,7853420110,10/3/2014,594866,3,3,2780,6000,2,NO,NONE,Average,9,Better,2780,0,2013,0,98065,47.5184,-121.886,2850,6000,"(47.5184, -121.88600000000001)",FALSE,14.15180612
21565,7853420110,5/4/2015,625000,3,3,2780,6000,2,NO,NONE,Average,9,Better,2780,0,2013,,98065,47.5184,-121.886,2850,6000,"(47.5184, -121.88600000000001)",FALSE,14.15180612
